team_name,category,model,livery,championship_names,livery_id,model_folder
Vauquelin Grand Prix,F-Inter,Formula Inter MG-15,F.Inter MG-15 #1,FRECA,53,formula_inter
Vauquelin Grand Prix,F-Trainer_A,Formula Trainer Advanced,Formula Trainer A #21 - J.Ramos Skin,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",71,formula_trainer_d
Vauquelin Grand Prix,F-Trainer_A,Formula Trainer Advanced,Formula Trainer A #22 - F.Scomasson Skin,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",72,formula_trainer_d
Vauquelin Grand Prix,F-Trainer,Formula Trainer,Formula Trainer #1,National Formula Ford Championship,51,formula_trainer
Vauquelin Grand Prix,F-Trainer,Formula Trainer,Formula Trainer #10,National Formula Ford Championship,60,formula_trainer
Vauquelin Grand Prix,F-Vee_Gen2,Formula Vee Gen2,Vinicius Andrade #30,"Formula Vee UK, Formula Vee Germany",58,formula_vee_gen2
Vauquelin Grand Prix,F-Vee_Gen2,Formula Vee Gen2,Vinicius Vilela #82,"Formula Vee UK, Formula Vee Germany",63,formula_vee_gen2
Vauquelin Grand Prix,SuperKart,Superkart 250cc,Superkart 250cc #80,Superkart Summer Series,63,superkart
Vauquelin Grand Prix,SuperKart,Superkart 250cc,Superkart 250cc #83,Superkart Summer Series,64,superkart
Vector Dynamics Racing,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #65,"Porsche Carrera Supercup, Porsche Carrera Cup UK",57,porsche_991_gt3
Vector Dynamics Racing,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #70,"Porsche Carrera Supercup, Porsche Carrera Cup UK",59,porsche_991_gt3_2
Vector Dynamics Racing,GT4,Mercedes-AMG GT4,Mercedes-AMG GT4 #34,"IMSA VP Racing SportsCar Challenge, British GT Championship, GT4 America",53,mercedes_amg_gt4
Vector Dynamics Racing,GT4,Mercedes-AMG GT4,Mercedes-AMG GT4 #35,"IMSA VP Racing SportsCar Challenge, British GT Championship, GT4 America",54,mercedes_amg_gt4
Vector Dynamics Racing,GT1_05,Chevrolet Corvette C5-R,Chevrolet Corvette C5-R #71,GT Revival Series,57,corvette_c5r
Vector Dynamics Racing,GT1_05,Chevrolet Corvette C5-R,Chevrolet Corvette C5-R #73,GT Revival Series,58,corvette_c5r
Velocity UK Developments,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #25,British GT Championship,53,mclaren_720s_gt3_evo
Velocity UK Developments,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #59,British GT Championship,56,mclaren_720s_gt3_evo
Velocity UK Developments,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #1,Porsche Carrera Cup UK,53,porsche_991_gt3
Velocity UK Developments,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #2,Porsche Carrera Cup UK,52,porsche_991_gt3_2
Velocity UK Developments,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #63,Mini Challenge,69,mini_cooper
Velocity UK Developments,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #71,Mini Challenge,70,mini_cooper
Velocity UK Developments,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #46,Ginetta Junior Championship UK,65,ginetta_g40_cup
Velocity UK Developments,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #50,Ginetta Junior Championship UK,66,ginetta_g40_cup
Velocity UK Developments,P4,MCR S2000,MCR S2000 #25,Radical Cup Europe,70,mcr2000
Velocity UK Developments,P4,MCR S2000,MCR S2000 #26,Radical Cup Europe,71,mcr2000
Via-Marelli Competizione,LMP2_Gen1,Oreca 07,Oreca 07 #47,European Le Mans Series,54,oreca_07
Via-Marelli Competizione,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #65,Lamborghini Super Trofeo Europe,69,lamborghini_huracan_supertrofeo_evo2
Via-Marelli Competizione,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #66,Lamborghini Super Trofeo Europe,70,lamborghini_huracan_supertrofeo_evo2
Via-Marelli Competizione,LMDh,Lamborghini SC63,Lamborghini SC63 #46,World Endurance Championship,53,lamborghini_sc63
Via-Marelli Competizione,LMDh,Lamborghini SC63,Lamborghini SC63 #47,World Endurance Championship,54,lamborghini_sc63
Via-Marelli Competizione,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #45 (IMSA 2024),"World Endurance Championship, Intercontinental GT Challenge, GT World Challenge Europe, Nürburgring Langstrecken-Serie",52,lamborghini_huracan_gt3_evo2
Via-Marelli Competizione,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #60 (IMSA 2024),"World Endurance Championship, Intercontinental GT Challenge, GT World Challenge Europe, Nürburgring Langstrecken-Serie",53,lamborghini_huracan_gt3_evo2
Via-Marelli Competizione,GT4,McLaren 570S GT4,McLaren 570S GT4 #001,"Nürburgring Langstrecken-Serie, GT4 European Series",51,mclaren_570s_gt4
Via-Marelli Competizione,GT4,McLaren 570S GT4,McLaren 570S GT4 #003,"Nürburgring Langstrecken-Serie, GT4 European Series",53,mclaren_570s_gt4
Via-Marelli Competizione,GT3,Nissan GT-R Nismo GT3,Nissan Nismo GT-R GT3 #201,"European Le Mans Series, Michelin Le Mans Cup",51,nissan_gt-r_gt3
Via-Marelli Competizione,GT3,Nissan GT-R Nismo GT3,Nissan Nismo GT-R GT3 #202,"European Le Mans Series, Michelin Le Mans Cup",52,nissan_gt-r_gt3
Via-Marelli Competizione,P1Gen2,Ligier JS P320,Ligier JS P320 #10,"European Le Mans Series, Michelin Le Mans Cup",52,ligier_js_p320
Via-Marelli Competizione,LES_2025,Ligier JS2 R,Ligier JS2 R #161,Ligier European Series,78,ligier_js2r
Via-Marelli Competizione,LES_2025,Ligier JS2 R,Ligier JS2 R #180,Ligier European Series,79,ligier_js2r
Via-Marelli Competizione,P1Gen2,Ligier JS P320,Ligier JS P320 #15,"European Le Mans Series, Michelin Le Mans Cup",53,ligier_js_p320
Via-Marelli Competizione,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #05,Ginetta Junior Championship Europe,53,ginetta_g40_cup
Via-Marelli Competizione,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #09,Ginetta Junior Championship Europe,54,ginetta_g40_cup
Via-Marelli Competizione,P4,MCR S2000,MCR S2000 #42 - S.de Boer Skin,Radical Cup Europe,77,mcr2000
Via-Marelli Competizione,P4,MCR S2000,MCR S2000 #8,Radical Cup Europe,56,mcr2000
Vistula Racing Lab,F-Inter,Formula Inter MG-15,F.Inter MG-15 #6,FRECA,57,formula_inter
Vistula Racing Lab,F-Inter,Formula Inter MG-15,F.Inter MG-15 #7,FRECA,58,formula_inter
Vistula Racing Lab,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #25,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",75,formula_trainer_d
Vistula Racing Lab,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #26,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",76,formula_trainer_d
Vistula Racing Lab,F-Trainer,Formula Trainer,Formula Trainer #25,National Formula Ford Championship,75,formula_trainer
Vistula Racing Lab,F-Trainer,Formula Trainer,Formula Trainer #26,National Formula Ford Championship,76,formula_trainer
Vitesse Pro-Racing,P1Gen2,Sigma P1 G5,Sigma P1 G5 #5,Michelin Le Mans Cup,52,sigma_p1_g5
Vitesse Pro-Racing,P1Gen2,Sigma P1 G5,Sigma P1 G5 #13,Michelin Le Mans Cup,53,sigma_p1_g5
Vitesse Pro-Racing,LES_2025,Ligier JS2 R,Ligier JS2 R #55,Ligier European Series,63,ligier_js2r
Vitesse Pro-Racing,LES_2025,Ligier JS2 R,Ligier JS2 R #60,Ligier European Series,64,ligier_js2r
Vitesse Pro-Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #32,Ginetta Junior Championship Europe,61,ginetta_g40_cup
Vitesse Pro-Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #34,Ginetta Junior Championship Europe,62,ginetta_g40_cup
Vitesse Pro-Racing,P4,MCR S2000,MCR S2000 #15,Radical Cup Europe,63,mcr2000
Vitesse Pro-Racing,P4,MCR S2000,MCR S2000 #29,Radical Cup Europe,74,mcr2000
Williams Racing,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,Didcot Racing #24,Formula 1,65,formula_ultimate_2024
Williams Racing,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,Didcot Racing #51,Formula 1,66,formula_ultimate_2024
Williams Racing,F-Reiza,Formula V8 Gen3,Didcot Racing #10,Formula 2,60,formula_reiza
Williams Racing,F-Reiza,Formula V8 Gen3,Didcot Racing #9,Formula 2,59,formula_reiza
Williams Racing,F-3,Dallara F301,Distop Motors #77,Formula 3,60,f301
Williams Racing,F-3,Dallara F301,Distop Motors #78,Formula 3,61,f301
Zenith Autosport,LMDh,Aston Martin Valkyrie Hypercar,Aston Martin Valkyrie Hypercar #23 (IMSA 2025),IMSA WeatherTech SportsCar Championship,51,aston_martin_valkyrie_lmh
Zenith Autosport,LMDh,Aston Martin Valkyrie Hypercar,Aston Martin Valkyrie Hypercar #009,IMSA WeatherTech SportsCar Championship,53,aston_martin_valkyrie_lmh
Zenith Autosport,LMP2,Ligier JS P217,Ligier JS P217 #88,IMSA WeatherTech SportsCar Championship,62,ligier_js_p217
Zenith Autosport,LMP2,Oreca 07,Oreca 07 #74 (IMSA 2024),IMSA WeatherTech SportsCar Championship,59,oreca_07
Zenith Autosport,GT3,Audi R8 LMS GT3,Audi R8 LMS GT3 #22,IMSA VP Racing SportsCar Challenge,51,audi_r8_lms_gt3
Zenith Autosport,GT3,Audi R8 LMS GT3,Audi R8 LMS GT3 #69,IMSA VP Racing SportsCar Challenge,52,audi_r8_lms_gt3
Zenith Autosport,P4,MCR S2000,MCR S2000 #9,Radical Cup North America,57,mcr2000
Zenith Autosport,P4,MCR S2000,MCR S2000 #10,Radical Cup North America,58,mcr2000
Zenith Autosport,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #181,"Intercontinental GT Challenge, GT World Challenge America, GT World Challenge Sprint",56,audi_r8_lms_gt3_evo2
Zenith Autosport,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #24,"Intercontinental GT Challenge, GT World Challenge America, GT World Challenge Sprint",51,audi_r8_lms_gt3_evo2
